,SMILES
329,O=c1nc(-c2ccccn2)sc2ccccc12
330,Cc1nc(Cc2cccc(C(F)(F)F)c2)sc1-c1ccc(C(N)=O)nc1
331,CSc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC2
332,O=C(NCCc1ccc(O)c(O)c1)C(=O)c1c[nH]c2ccccc12
333,CCCCCOc1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1OC
334,O=C(Nc1cccnn1)N1CC(CC=Cc2cncc(Oc3ccc(C(F)(F)F)cn3)n2)C1
335,COc1cc2nc(C(=O)c3cccs3)cn2c2ccccc12
336,Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C#N)cc1
337,O=C(NNc1ccc([N+](=O)[O-])cc1)C(=O)c1c[nH]c2ccccc12
338,Cc1cc(Nc2nccc(C)n2)cc(-c2cnc(C3(O)CCC(C(=O)O)C(C)(C)C3)s2)c1
339,CC(=O)N1CCC(c2ccc(C(=O)N=C(N)N)cc2C(F)(F)F)CC1
340,CCNC(=O)c1cc2c(N3CCOCC3C)ccnc2n1C
341,NS(=O)(=O)c1cc(NC(=O)C2(c3ccccc3Cl)CC2)ccc1Oc1cccc(Cl)c1
342,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cccc(Cl)c1
343,CCOC(=O)CNC(=O)C(=O)c1c[nH]c2ccc(Br)cc12
344,C=C(C)COC(=O)c1c(C)nc2c(cnn2CCCCC)c1N
345,CCOc1c(Br)cc(Br)cc1-c1nnc2c3ccccc3c(N3CCCC3)nn12
346,CNC1Cc2cccc3[nH]c(=O)n(c23)C1
347,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1OC
348,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cc(C(F)(F)F)cc(C(F)(F)F)c1
349,CC(C)c1cc(CN(C)C)cc(C(C)C)c1O
350,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccsc1
351,CCCCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C
352,O=C(Nc1cccc(Cl)c1)c1cn2c(n1)sc1ccccc12
353,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccccn1
354,COC(=O)CC(C(=O)Oc1c(OC)cc(C)cc1OC)N1CCCCC1
355,Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2ccccc21
356,CCOC(=O)c1cc2c3cc(OCc4ccccc4)ccc3n(C)c2cn1
357,CC(C)(C)OC(=O)c1ncn2c1CN(C(=O)N1CCN(C(C)(C)C)CC1)c1cc(Cl)ccc1-2
358,Clc1ccc2c(c1)C(c1ccccc1)=NCc1[nH]nnc1-2
359,Fc1ccc2c(c1)[nH]c1c2ncc2[nH]c3ccccc3c21
360,COS(=O)(=O)c1cc(C(C)C)c(O)c(C(C)C)c1
361,C#CCN(C)C(=O)c1cnc2c(cnn2CCCCC)c1N
362,CC(NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccn1
363,O=C1C=Cc2ccc3c(c2C1=O)CCCC3
364,CCCn1ncc2c(N)c(C(=O)OCC)c(C)nc21
365,CN(C)C(=O)Cc1c(-c2ccc(F)cc2)nc2ccc(F)cn12
366,Cc1ccc2nc(-c3ccc(F)cc3)c(CC(=O)N(C)C)n2c1
367,N#[N+]c1nc(CC(=O)[O-])c[nH]1
368,CCNc1cc2c(cn1)[nH]c1ccccc12
369,C=CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC
370,CC(C)C(NC(=O)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12)C(=O)O
371,NCC(CC(=O)O)c1cc(Cl)cs1
372,Cc1cc(C)c(C(=O)OC2CCN(C)CC2)cc1C
373,Cc1cccc(NNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)c1
374,CCCCCn1ncc2c(N)c(C(=O)N(C)CCC)cnc21
375,CCCCCn1ncc2c(N)c(C(=O)OCCC)c(C)nc21
376,CC(C)c1cc(Cl)cc(C(C)C)c1O
377,Cc1nc2c(c(N)c1C(=O)O)c1ccccc1n2C
378,CCOc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCCC2
379,COc1ccc(CCNC(=O)C(=O)c2c[nH]c3ccccc23)cc1
380,CC1=NS(=O)(=O)c2c(CN)cccc2N1
381,Cn1c2c(c3c(N)c4c(nc31)CCCC4=O)CCCC2
382,O=C(NCc1ccc(O)cc1)C(=O)c1c[nH]c2ccc(Cl)cc12
383,CC1=NC(C)=C(C#N)C(c2ccc3c(c2)c(NC(=O)c2ccccc2C)nn3C)C1C#N
384,COc1ccc(-c2n[nH]c3nc4ccccc4n3c2=O)cc1
385,O=C(Nc1ccccc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
386,CN1C(=O)Nc2cccc(CN)c2S1(=O)=O
387,O=[N+]([O-])c1cc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)ccc1Cl
388,COC(=O)CC(C(=O)Oc1c(OC)cccc1OC)N1CCCCCC1
389,CCOC(=O)c1c(C)nc2c(cnn2CCC(C)CC)c1N
390,C=CCOC(=O)c1cnc2c(cnn2CCC(C)C)c1N
391,C=CCNC(=O)c1cnc2c(cnn2CCCCC)c1NCCCC
392,CCCCCn1ncc2c(N)c(C(=O)Nc3ccccc3)cnc21
393,O=S(=O)(c1ccccc1)N1CCCC(c2ccc(-c3ccc4ccccc4c3)cc2)=N1
394,CCCCCn1ncc2c(N)c(C(=O)N(CC)CC)cnc21
395,CC(NC(=O)C(=O)c1c[nH]c2ccccc12)c1ccccc1
396,COc1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1
397,Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(C=CC(=O)O)cc4)CCC3)cc21
398,CN(CCCc1cccc(F)c1)C1C2C3CC4C5C3CC2C5C41
399,CCOC(=O)C(C)NC(=O)C(=O)c1c[nH]c2ccc(Br)cc12
400,O=C(NCc1ccccc1Cl)C(=O)c1c[nH]c2ccccc12
401,CN(C)C1Cc2cccc3[nH]c(=O)n(c23)C1
402,Cc1nnc2ccc(-c3cccc(F)c3)nn12
403,N#[N+]c1ncc(CC(=O)[O-])s1
404,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccccc23)cc1
405,O=CNc1cc2c(cn1)[nH]c1ccccc12
406,CCc1ccc2c(c1)c(OC)c(C)c1nc(C(=O)c3ccccc3)cn12
407,COc1cccc(CNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)c1
408,O=C(Nc1nccs1)c1cn2c(n1)sc1ccccc12
409,CN(C)c1nn2c(-c3ccccc3)nnc2c2ccccc12
410,O=C(NCc1ccccc1Cl)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
411,COCCN(CCOC)c1nn2c(-c3ccccc3)nnc2c2ccccc12
412,c1ccc(-c2nnc3c4ccccc4c(N4CCOCC4)nn23)cc1
413,CCCNC1Cc2cccc3[nH]c(=O)n(c23)C1
414,O=C(NNc1ccc(Cl)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
415,NCCc1no[nH]c1=O
416,CCCCCn1ncc2c(N)c(C(=O)N3CCC3)cnc21
417,COc1cc(C)cc(OC)c1OC(=O)C(CCSC)N1CCCC1
418,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccccc23)cc1OC
419,O=C(NCc1ccc(Cl)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
420,On1cc(C2CCNCC2)c(-c2cccc(-c3ccccc3)c2)n1
421,On1cc(C2CCNCC2)c(-c2c[nH]cn2)n1
422,CC(C)c1cc(I)cc(C(C)C)c1O
423,COc1ccc2[nH]c3c(ncc4[nH]c5ccccc5c43)c2c1
424,O=C(NNc1ccc(F)cc1)C(=O)c1c[nH]c2ccc(Cl)cc12
425,Cn1cc(C(=O)C(=O)NCCc2ccc(O)c(O)c2)c2ccccc21
426,O=C(NCCCc1ccccc1)C(=O)c1c[nH]c2ccc(Cl)cc12
427,CN(CCc1ccccn1)C1C2C3CC4C2C(=O)C2C4C3C21
428,CN(Cc1cccc(F)c1)C1C2C3CC4C2C(=O)C2C4C3C21
429,CCOC(=O)c1cc2c(cn1)[nH]c1ccccc12
430,On1ncc(C2CCNCC2)c1-c1c[nH]c(-c2ccccc2)n1
431,O=C(N1CCCC1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccc(F)cc21
432,CS(=O)(=O)Nc1cc2c(cn1)[nH]c1ccccc12
433,CCCCCn1ncc2c(N)c(C(=O)NC3CC3)cnc21
434,CCCCCn1ncc2c(=O)c(C(=O)OCC)c(C)[nH]c21
435,COc1cccc(CCNC(=O)C(=O)c2c[nH]c3ccccc23)c1
436,COc1nc2nc(C(=O)c3ccccc3)cn2c2c1CSC2
437,O=C(O)C1CCCN(CCOCCc2cccc(N=Nc3cccc4ccccc34)c2)C1
438,O=C(NNc1ccc(F)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
439,Cc1cccc(NNC(=O)C(=O)c2c[nH]c3ccc(Cl)cc23)c1
440,O=c1c2cnc3cc(OCc4ccccc4)ccc3c2[nH]n1-c1ccccc1
441,O=C(NCCc1ccc(O)cc1)C(=O)c1c[nH]c2ccc(Cl)cc12
442,CC[PH](=O)(=O)C1=CCC(N)C1
443,COc1ccc(OCI)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1
444,O=C(N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21)C(F)(F)F
445,CC(C)c1cc(N(C)C)cc(C(C)C)c1O
446,CCN(CC)CC(=O)Oc1c(C(C)C)cccc1C(C)C
447,O=C(NCc1ccc(O)c(O)c1)C(=O)c1c[nH]c2ccccc12
448,O=C(NC1CCc2ccccc21)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
449,O=C(O)CCc1c[nH]cn1
450,C[PH](=O)(=O)CCCN
451,CCCC[PH](=O)(=O)CCCN
452,CN1C(=O)CN=C(c2ccccc2F)c2ccccc21
453,COc1ccc(NC(=O)C(=O)c2c[nH]c3ccc(Cl)cc23)cc1
454,Cn1c2ccccc2c2c(N)c3c(nc21)CCCC3
455,CC1CCc2nc3sc4c(c3c(N)c2C1=O)CCCC4
456,O=c1c2cnc3c(OCc4ccccc4)cccc3c2[nH]n1-c1ccccc1
457,N=C(N)SCCC(=O)O
458,CC(C)c1cccc(C(C)C)c1OC(=O)CN1CCOCC1
459,C#CCN(CC#C)C(=O)c1cnc2c(cnn2CCCCC)c1N
460,Clc1ccc2c(c1)C(c1ccccc1Cl)=NCc1[nH]nnc1-2
461,CC(C)c1cc(C(=O)c2ccccc2)cc(C(C)C)c1O
462,CC(NC(=O)C(=O)c1c[nH]c2ccc(Cl)cc12)C(=O)O
463,CC(C)c1cc(C=O)cc(C(C)C)c1O
464,c1ccc(Cn2cnc3cncnc32)cc1
465,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc(Cl)cc23)cc1
466,O=C(NCc1cccc(O)c1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
467,Clc1cccc2c1[nH]c1c2ncc2[nH]c3ccccc3c21
468,CC(C)c1cccc(C(C)C)c1OC(=O)c1ccccc1
469,CCOC(=O)c1ncc2c(c1COC)c1cc(OCc3ccccc3)ccc1n2C
470,COCCN(CCOC)c1nn2c(-c3ccc(OC(C)C)cc3)nnc2c2ccccc12
471,NCC(CC(=O)O)c1ccsc1
472,CN(C)C(=O)N1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(Cl)cc21
473,CC(=O)N1c2ccccc2-n2cnc(-c3noc(C4CC4)n3)c2C1(C)C
474,CC(=O)Nc1c(F)cc(C(=O)NC2CCC(O)CC2)cc1OC(C)c1ccccc1
475,CN(CCc1ccccn1)C1C2C3CC4C5C3CC2C5C41
476,CN(Cc1cccc(F)c1)C1C2C3CC4C5C3CC2C5C41
477,O=C(NNc1ccccc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
478,Nc1c2c(nc3sc4c(c13)CCCCC4)CCCC2=O
479,CC1=NS(=O)(=O)c2ccc(CN(C)C)cc2N1
480,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2c(Cl)cc(Cl)cn12
481,O=C(NC1N=C(c2ccccc2)c2ccccc2NC1=O)c1cc2ccccc2[nH]1
482,COc1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1OC
483,C=CCOC(=O)c1c(C)nc2c(cnn2CC=C(C)C)c1N
484,CCOC(=O)c1c(C)nc2c(c(C)nn2CC)c1N
485,N=c1ccc(-c2cccc(O)c2)nn1CCCC(=O)O
486,Nc1cnn2c1n[n+]([O-])c1ccc(Cl)cc12
487,Nc1nc(CC(=O)O)cs1
488,Cn1cnc(-c2cnn3c2n[n+]([O-])c2ccc(Cl)cc23)n1
489,O=c1[nH]oc(C2CCNCC2)c1Cc1c2ccccc2cc2ccccc12
490,O=Cc1cc2c(cn1)[nH]c1ccccc12
491,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccncc1
492,CNC(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
493,c1ccc(Cn2cnc3c(NC4CC4)ncnc32)cc1
494,C=CCN(C)C(=O)c1cnc2c(cnn2CCC#CC)c1N
495,Cc1cccc(-c2c[nH]n3c(=O)c(-c4ccsc4)cnc23)c1
496,CCCN(CCC)C(=O)Cc1c(-c2ccccc2)nc2c(Br)cc(C)cn12
497,CCc1nc(-c2ncn3c2CN(C(=O)N2CCCC2)c2ccccc2-3)no1
498,CN(NC(=O)C(=O)c1c[nH]c2ccc(Cl)cc12)c1ccccc1
499,CCCCCn1ncc2c(N)c(C(=O)OCC)cnc21
500,COCCN(CCOC)c1nn2c(-c3ccc(Cl)cc3)nnc2c2ccccc12
501,COC(=O)c1ncn2c1CN(C)C(=O)c1ccccc1-2
502,CC(C)(C)OC(=O)N1CCCC1CNC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1
503,O=C(NCCc1ccc(O)c(O)c1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
504,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)NC1c1ccc(C#N)nc1
505,CC(NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccc1
506,CCc1ccccc1C(=O)Nc1[nH]nc2c(C)c(F)c(C3C(C#N)=C(C)N(C)C(C)=C3C#N)cc12
507,O=C(Sc1ccccc1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
508,[N-]=[N+]=C1C=C(S(=O)(=O)O)C=CC1=O
509,C1C2C3CC4C2C(NCC25C6C7C8C6C2C8C75)C2C1C3C42
510,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1I
511,[3H]C([3H])([3H])Sc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1C#N
512,O=C(NCc1ccc(O)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
513,N=c1ccc(-c2cccc(Cl)c2)nn1CCCC(=O)O
514,O=C(N1CCCC1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccc(Cl)cc21
515,O=C(c1ccccc1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
516,NOCC(=O)O
517,O=C(NCc1ccc(Cl)cc1)C(=O)c1c[nH]c2ccccc12
518,CCSC(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
519,CC(C)c1nc(-c2ncn3c2CN(C(=O)N2CCCC2)c2ccccc2-3)no1
520,N=c1ccc(-c2ccc(O)cc2)nn1CCCC(=O)O
521,On1ncc(C2CCNCC2)c1-c1cn(Cc2ccccc2)c(Cl)n1
522,COC(=O)c1cc2c(cn1)[nH]c1ccccc12
523,Cc1c(CN)o[nH]c1=O
524,COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1
525,N=c1ccc(-c2ccccc2)nn1CCCC(=O)O
526,N=c1ccc(-c2cccc([N+](=O)[O-])c2)nn1CCCC(=O)O
527,Cc1ccc(NC(=O)C2=CCC(N)C2)cc1
528,CCOC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(=O)c1c[nH]c2ccc(Br)cc12
529,Nc1cc2c(cn1)[nH]c1ccccc12
530,Cc1ccc2[nH]c(CNCCCOc3ccccc3)cc(=O)c2c1
531,FC(F)(F)c1cc(Cl)c(-n2cc(C3(C(F)(F)F)N=N3)cn2)c(Cl)c1
532,CSc1ccccc1-c1c(SC)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N
533,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccccc1F
534,CSc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC(C)C2
535,CCOc1nc2nc(C(=O)c3ccccc3)cn2c2c1CSCC2
536,C=CCc1c(SC)nc2nc(C(=O)c3ccccc3)cn2c1C
537,O=C1OCCC12CC2
538,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cnccn1
539,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1C(=O)O
540,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccc(Cl)s1
541,O=C(NCc1cccc(Cl)c1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
542,Cc1cc2c(c(C#N)c1C)NC(=O)C=NC2c1ccccc1
543,C[PH](=O)(=O)C1=CCC(N)C1
544,N#[N+]C1N=CC[N-]1
545,COc1cc2nc(C(=O)c3ccc(Cl)cc3)cn2c2ccccc12
546,O=c1cc(-c2ccccc2[N+](=O)[O-])oc2ccc(Br)cc12
547,[O-][S+](c1cnn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1)C(F)(F)F
548,COc1cc2nc(C(=O)c3ccccc3)cn2c2ccc(C(C)C)cc12
549,C[PH](=O)(=O)CC(O)CN
550,COc1cc2nc(C(=O)c3ccc(C)cc3)cn2c2ccccc12
551,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21
552,CCOC(=O)c1c(SC)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N
553,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2ccc(Br)cc12
554,C=C(C)c1cc2ccc3c(c2c(O)c1O)CCC=C3C
555,On1ncc(C2CCNCC2)c1-c1c[nH]cn1
556,O=C(O)C1CC=NCC1
557,CCSc1ccc(-c2ccccn2)c2c1C(=O)CCC2
558,COC(=O)c1cccc(C(C)C)c1O
559,O=C(O)c1cc2c(cn1)[nH]c1ccccc12
560,CN(C)C(=O)N1c2ccccc2-n2cnc(-c3noc(C4CC4)n3)c2C1(C)C
561,O=C(NCc1ccccc1Cl)C(=O)c1c[nH]c2ccc(Cl)cc12
562,COc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCCCC2
563,Fc1ccccc1C1=NCc2[nH]nnc2-c2ccc(Cl)cc21
564,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccc(C(C)C)cc1
565,CSc1cc(C)n2cc(C(=O)c3ccccc3)nc2n1
566,O=c1c(-c2ccsc2)c[nH]c2c(-c3cccnc3)cnn12
567,CC#CCCn1ncc2c(N)c(C(=O)OCC3CC3)c(C)nc21
568,CN(NC(=O)C(=O)c1cn(C)c2ccc([N+](=O)[O-])cc12)c1ccccc1
569,CN1C(=O)Nc2cc(CN)ccc2S1(=O)=O
570,Clc1ccccc1C1=NCc2[nH]nnc2-c2ccccc21
571,CN(C)c1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1
572,CCCCCn1ncc2c(N)c(C(=O)N(C)C)cnc21
573,COc1cccc(-c2c(SC)nn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)c2N)c1
574,O=c1c(-c2ccc(O)cc2)n[nH]c2nc3ccccc3n12
575,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cc(C)cs1
576,CC(C)c1cccc(C(=O)O)c1O
577,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccc(C)cc1
578,C=CCOC(=O)c1c(C)nc2c(cnn2CCCCC)c1N
579,C#CCNC(=O)c1cnc2c(cnn2CCCCC)c1N
580,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cccc(C(C)(C)C)c1
581,CSc1cc(N)n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)n1
582,C#Cc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2
583,O=C(NCc1ccc(O)c(O)c1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
584,COCCN(CCOC)c1nn2c(-c3ccc(F)cc3)nnc2c2ccccc12
585,NCC(CC(=O)O)c1ccco1
586,O=c1[nH]oc(C2CCNCC2)c1CCc1ccc2ccccc2c1
587,CC(C)(C)OC(=O)c1ncn2c1C1CCC(=O)N1c1ccccc1-2
588,COC(=O)c1cc2c(cn1)[nH]c1ccc(NCc3ccccc3)cc12
589,CCCCCn1ncc2c(N)c(C(=O)OCCCC)c(C)nc21
590,CC#CCCn1ncc2c(N)c(C(=O)N(C)CCC)cnc21
591,C=CCNC(=O)c1c[n+]([O-])c2c(cnn2CCCCC)c1N
592,CCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC
593,CCCCCn1ncc2c(N)c(C(=O)NC)cnc21
594,CNc1nn2c(-c3ccccc3)nnc2c2ccccc12
595,Nc1ncc[nH]1
596,CCCCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC
597,Cn1cc(Cl)c2c(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)ccnc21
598,Cc1nnc2ccc(-c3cccc(Cl)c3)nn12
599,CN1C(=O)C(NC(=O)c2cc3ccccc3n2C)N=C(c2ccccc2)c2ccccc21
600,CNC1Cc2cccc3ncn(c23)C1
601,COc1ccc(CNC(=O)C(=O)c2cn(C)c3ccccc23)cc1OC
602,O=C(c1ccco1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
603,COC(=O)N1c2ccccc2-n2cnc(-c3noc(C4CC4)n3)c2C1(C)C
604,CC1CC(=O)c2c(SCc3ncn(C)n3)ccc(-c3nccs3)c2C1
605,C#Cc1c(SC)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N
606,CCSc1ccc(-c2ncco2)c2c1C(=O)CC(C)C2
607,Cc1cc(Cl)cc2nc(N3CCCN(C)CC3)oc12
608,CCCCCn1ncc2c(N)c(C(=O)O)c(C)nc21
609,CN(C)c1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)c(Cl)c1
610,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C
611,CC1(C)c2c(-c3noc(C4CC4)n3)ncn2-c2ccccc2N1C(N)=O
612,[O-][n+]1nc2c(-n3cccc3)cnn2c2cc(Cl)ccc21
613,Fc1cccc2c1[nH]c1c2ncc2[nH]c3ccccc3c21
614,Cc1cc(-n2nc(Cc3cc(F)cc(C(F)(F)F)c3)nc2C)ccc1C(N)=O
615,CC1=C(C#N)C(c2ccc3[nH]nc(C)c3c2)C(C#N)C(c2ccc(Cl)cc2)=N1
616,Cn1c(-c2csc(C3CCN(CC4=NC5C=CC=NC5N4)CC3)n2)nc2ccccc21
617,NC(=O)c1cc2c(cn1)sc1ccccc12
618,CN(C)C(=O)Cn1cc(-c2nc(C(C)(c3ccc(-c4cnc(N)nc4)cc3)C3CC3)no2)cn1
619,CN(c1ccnc(CNc2nc(Nc3ccc4[nH]c(O)cc4c3)ncc2C(F)(F)F)n1)S(C)(=O)=O
620,CC1(Cc2ccc(C#N)cc2)C(=O)N(c2cc(Cl)cc(Cl)c2)c2ncc(C(=O)NC3(c4nc(C5CCC5)no4)CC3)n21
621,CCOC(=O)c1cn2c(n1)sc1ccccc12
622,CCCCCn1ncc2c(N)c(C(N)=O)cnc21
623,C=CCN(C)C(=O)c1cnc2c(cnn2CCCCC)c1N
624,NC(=O)c1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1
625,C=CCOC(=O)c1c(C)nc2c(cnn2CCCC)c1N
626,C=Cc1cccc2cc(C(=C)C)c(O)c(O)c12
627,O=c1oc2ccccc2c2c1nnn2-c1ccccc1
628,COCCN(CCOC)c1nn2c(-c3cccc(C)c3)nnc2c2ccccc12
629,O=c1c2cnc3ccc(OCc4ccccc4)cc3c2[nH]n1-c1ccc(Cl)cc1
630,CNC(=O)N1c2ccccc2-n2cnc(-c3noc(C4CC4)n3)c2C1(C)C
631,CC(C)OC(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
632,O=C(N1CCOCC1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2cccc(F)c21
633,CN1C(=O)CCC1c1cccnc1
634,COc1cc(OC)c(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1OC
635,CC(=O)c1c(NS(C)(=O)=O)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2n(C)c1=O
636,CSc1ccc(-c2ccccn2)c2c1C(=O)CC(C)(C)C2
637,COCCN(CCOC)c1nn2c(-c3cccc(Cl)c3)nnc2c2ccccc12
638,CC1=NS(=O)(=O)c2ccc(CN)cc2N1
639,O=C(N1CCCC1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2cccc(F)c21
640,COCCC(C(=O)Oc1c(OC)cccc1OC)N1CCCOCC1
641,CCCCc1ccc2c(c1)c(OC)cc1nc(C(=O)c3ccccc3)cn12
642,O=CNC(=O)c1cnn2c1n[n+]([O-])c1ccc(Cl)cc12
643,CN(Cc1cccnc1)C1C2C3CC4C2C(=O)C2C4C3C21
644,C1CCC(CNC2C3C4CC5C6C4CC3C6C52)CC1
645,On1cc(C2CCNCC2)c(-c2cn(Cc3ccccc3)cn2)n1
646,CN(CCCc1cccc(F)c1)C1C2C3CC4C2C(=O)C2C4C3C21
647,CN(CCc1ccccc1)C1C2C3CC4C5C3CC2C5C41
648,COc1cccc(CNC(=O)C(=O)c2c[nH]c3ccc(Cl)cc23)c1
649,CCCOC(=O)c1cn2c(n1)sc1ccccc12
650,O=S(=O)(NC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F
651,CCOC(=O)c1cnn2c1n[n+]([O-])c1ccc(Cl)cc12
652,CC1CN(c2cc(-c3[nH]nc4ccc(OC5(C)CC5)cc34)ncn2)CC(C)O1
653,NCC(CC(=O)O)c1cccs1
654,FC(F)(F)c1cccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)c1
655,CCOC(=O)Cc1cn2c(n1)sc1ccccc12
656,COc1cc2nc(C(=O)c3ccccc3)cn2c2ccc(F)cc12
657,O=C(NCc1ccccc1)C(=O)c1c[nH]c2ccccc12
658,O=C(NCC1C2CN(C(=O)OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC12)c1ccc2[nH]nnc2c1
659,[O-][n+]1nc2c(-c3cccs3)cnn2c2cc(Cl)ccc21
660,CC1CN(c2cc(-c3nn(C)c4ccc(OC5(C)CC5)cc34)ncn2)CC(C)O1
